Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
2021-10-29 15:58:37,Bella Poldadero,3265569062,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Happening now ung mag- eexit na kayo  for 2nd dose vaccine tas may kasama pala kayong d pa nabakunahan wahaha laughtrip. 
#Itsmorefuninbacoorcolisuem #Sinovac",,,.0,1453994668878753796
2021-10-28 22:11:58,Jhekmoral,1031111568556085248,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Second dose,Zombie na tayo ngayon. #Pbbkumunityadults
#Sinovac
#SinovacfullyVaccinated https://t.co/pbulgD9ZN3",,,.0,1453726235364773904
2021-10-27 12:42:03,Albert C. Lim,253398780,,-1,tl,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Ang 1 propesyonal at responsableng Kagawaran ng Kalusugan ay aaminin sa publiko na ang mga nabakunahan ng #SinoVac ay parang di pa rin nabakunahan.

At ang mga nabakunahan na ay maaari pa ring makahawa ng iba. Ang protektado lamang ay yung nabakunahan.

Madali naman maging totoo.",,,2.0,1453220426310688774
2021-10-27 12:03:44,Chino James,558357149,stynzian,245346781,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@stynzian #Sinovac lang ang sakalam. Hahaha

Effective ata masyado skin, ayaw pa tablan, lol, wag naman sana.",,,.0,1453210783110754305
2021-10-27 11:59:32,??,2700006631,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Shoutout doon sa isang nagwwork sa RHU. Kinuha niya phone ko to get a picture of me while getting vaccinated dahil sayang naman daw outfit ko. Char
#Sinovac
#SecondDose https://t.co/iMqqjPdIYj",,,.0,1453209727245107202
2021-10-27 10:57:17,??yeahmaf ????????,767241858422484992,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Finally natuloy din
#Sinovac https://t.co/TEt2Dxw6fq",,,.0,1453194061368606720
2021-10-26 20:40:50,Albert C. Lim,253398780,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kahit naka-2 jabs ka na ng #Sinovac parang di ka pa rin nabakunahan. Kaso hindi aaminin ng mga kinabubukulan iyan. Kaya ngayon may booster shot na ang mga Si No Vac - #Moderna ang binibigay. Ang suma tutal niyan ay nabakunahan sila ng 1 jab lang ng Moderna. Kulang pa rin. Sablay.,,,2.0,1452978526265569290
2021-10-26 16:06:38,Shengggg??,1290161022083280896,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Medyo nasakit met aa.
#1stdose 
#sinovac",,,.0,1452909523707080707
2021-10-25 06:26:12,Zette ??,423929823,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Why ganown! Sabi ng isang mommy kahapon, di siya asymptomatic pero nag positive siya! ???? Ogieeeeee... 
Pero di kasi siya Vaccinated.
Buti fully vax ako #GoGetVaccinated #Sinovac",,,.0,1452401064896909316
2021-10-30 21:01:27,WindyMae Quiñoシ,2899842930,,-1,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2nd dose done ✅ Pero mas sakit ang pag inject kaysa first dose, pero wala koy symptoms na feel dili pariyas sa first nag chill ko ?? #RESBAKUNA #AstraZeneca",,,.0,1454433264802824195
2021-10-26 21:16:51,ü,901658515,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Akala ko masakit. Di naman, parang kagat lang ng dinosaur ??
1st dose ??
#AstraZeneca https://t.co/NydxCifyEa",,,.0,1452987592794796034
2021-10-30 23:29:59,ᜋᜒᜐ᜴ᜐ᜴ ???????? ??ᜋ᜴,2331654882,,-1,tl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","This is a not a bad idea. Mga barkada, classmates at crush  mo sabay-sabay kayo pa-vaccine... Saya! ?????? #RESBAKUNA https://t.co/bcQLcAK2IW",,,3.0,1454470647099191298
