Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
2021-12-03 21:33:07,Yujie Diao,2254019106,,-1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Took my third shoot today. Had to wait for another person who has also been taking #sinovac to share the dose with ?? https://t.co/smCgEYBb4l,,,1.0,1466762423138848769
2021-12-03 18:16:50,Jan Ønfrøy,2560886336,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1st dose done #sinovac,,,.0,1466713026502205443
2021-12-02 19:21:07,jq,1273993401466105857,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Got my first dose #vaccinated #sinovac https://t.co/Qbe7ZU4cKn,,,.0,1466366816675004426
2021-12-02 10:44:18,Chriztine #6️⃣5️⃣??,1325652673413050372,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","First dose 
#Sinovac https://t.co/5rTLIp8fLH",,,.0,1466236755066036224
2021-11-30 22:31:01,J•,1409915368966004736,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","First jab done.
#Sinovac",,,.0,1465689831300685831
2021-11-30 15:07:54,Jhow??,1427813810438479876,,-1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Got my first dose today!!!
Thanks lord ??????

#Sinovac",,,.0,1465578314886615042
2021-11-29 14:36:36,Jibsy,1393504824256200710,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","First dose. ✔

#Sinovac",,,.0,1465208051644829698
2021-11-28 19:48:47,Itsmecgbt,1429071362761449478,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I may not the prettiest girl that you've seen before but I am the best person that you had 

#firstdose 
#Sinovac https://t.co/bi5zTUrr6f",,,.0,1464924228944207876
2021-12-01 19:10:14,??Allizei,1333217025787715584,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1st day of December 
Got my 1st doze??
#vaccinated #Resbakuna
Pfizer-NBioTech Vaccine https://t.co/3V879UAAcw",,,.0,1466001688783773698
2021-12-01 18:33:21,Hiyasmin Mapeso,990174261812674560,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I'm officially vaccinated. ??????

#Resbakuna #PfizerVaccine https://t.co/Y4t5WrA57g",,,.0,1465992408760389638
