Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
2021-11-18 20:25:37,its Yanny????,1287166052099452929,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kakapang lambot??
#Sinovac",,,.0,1461309619692011520
2021-11-18 15:35:13,noweeMD,55151417,,-1,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Siyempre #Sinovac pinili ko.?? Ang pinipili ng mapiling ina. Emsz! #BoosterShot ?????????????? https://t.co/syRV5Jp1QL,,,.0,1461236535584788481
2021-11-18 12:57:09,alvin ramos,1457961908158353409,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2 dose of vaccine.
Sobrang daming tao. 1,400+ people.

#Sinovac https://t.co/1BVyu6o1xd",,,.0,1461196757933572096
2021-11-17 17:19:55,Sedef,1391526291065778178,ayslkkzu,1292525852266237952,tl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@ayslkkzu #Sinovac ta boykot,,,.0,1460900498958135301
2021-11-17 17:00:20,MarjBCen,1410970747833511942,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yung ang tagal mong inantay... tas ngayon nangyari na... 
#salamatpoPapaJesus??????❤️❤️❤️❤️
#sinovac
#FullyVaccinated 
#letsfightCOVID19?????? https://t.co/kMtMpoZlDf",,,.0,1460895568642068480
2021-11-17 07:59:19,Bryan Keith Estrellon Sablay,2362258604,,-1,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Magpavaccine narin kayo??
#Sinovac #vaccine https://t.co/0FsSkgJfeE",,,.0,1460759418664996868
2021-11-16 14:01:26,Gerome Arnal,2960440093,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pwede na po tayong magkainan ??
#FullyVaccinated #Sinovac https://t.co/w0tha2r5FX",,,.0,1460488160610492416
2021-11-14 22:26:10,"???? Prof. (Dr.) D. Datta ????; MBBS*, MD* Anatomy",466639060,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ha ha ha ha ha #Sinovac #PfizerExposed ?? https://t.co/z6eVi0CXsl,,,.0,1459890402354360327
2021-11-13 22:09:17,Philip Ong,41976264,,-1,tl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Sana ganun din sa BAKUNA...HINDI MANDATORY ang #Sinovac...#COVID19 #COVID19PH https://t.co/rmKcOKAYBV,,,.0,1459523765587431433
2021-11-21 19:49:40,Gelo,3011990690,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ang tindi talaga ng #AstraZeneca,,,.0,1462387736724213762
2021-11-20 11:49:52,Lablinaa❤,1061787835026497536,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ayoko sayo pero ikaw ang napatapat sakin??di ko alam kung anong magiging epekto mo sakin??
#1st dose
#astrazeneca",,,.0,1461904603079790592
2021-11-19 14:17:39,Steve Hankz,3461158280,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bakunated????

#1stdose
#AstraZeneca",,,.0,1461579403914219522
2021-11-19 05:58:48,Jhay Jhay,1394127284173299715,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Body pain, fever and headache these are the common symptoms you will feel after you have your first dose of vaccination ang tapang talaga ng #AstraZeneca sobrang sakit ng ulo ko talaga yung nsa baba lng hndi ????",,,.0,1461453863899496448
2021-11-17 21:23:00,Debie Cortez,2975773865,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Yawa nga side effects ni hahaha #AstraZeneca,,,.0,1460961672772743170
2021-11-16 19:25:25,~SKa,1184621194202378240,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gud JAB! 
Yey! Pinayagan nq ni ob..??
FullyVaccinated  @21 weeks
#AstraZeneca https://t.co/UMuIJv657B",,,.0,1460569693320667137
2021-11-15 23:34:35,art,1441062372504862732,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ouccchhh sakit mo naman.... 

#2ndDose
#FullyVaccinated 
#AstraZeneca https://t.co/8RYiKP008W",,,.0,1460270009402683392
2021-11-15 13:55:26,its.me.DINO,1244538532464451584,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sa wakas magpapa vaccine na ako.
#1stdose #AstraZeneca",,,.0,1460124261713018881
2021-11-15 10:22:47,Jamaydon????,1403711076831612928,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","While waiting sa vaccine namin naririnig ko kanta ni #MaymayEntrata lumalakas tuloy loob ko magpavaccine.
#AstraZeneca 
@maymayentrata07",,,1.0,1460070745996812288
2021-11-13 15:43:28,Robe Macayan,2165904198,,-1,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","1st dose done- pabakuna, 2nd dose - pabakalawa, wala ng 3rd dose- pabakatlo, charot????
#astrazeneca",,,.0,1459426672172617731
