Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
2021-11-28 19:48:47,Itsmecgbt,1429071362761449478,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I may not the prettiest girl that you've seen before but I am the best person that you had 

#firstdose 
#Sinovac https://t.co/bi5zTUrr6f",,,.0,1464924228944207876
2021-11-27 10:15:12,Ms.f_23,1464415241505316865,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","First dose
#sinovac https://t.co/SGvU87XCbN",,,.0,1464417493196279808
2021-11-26 22:43:32,aryotic.,704711414271770624,arwana_nishwa,704711414271770624,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2nd dose #Sinovac https://t.co/SM5UTFm0Jj,,,.0,1464243429534175233
2021-11-29 03:56:32,"Get off the cross, we need the wood!",1348927456867201025,,-1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Should #Booster be the same as doses 1 and 2? #AstraZeneca #pfizer @LG_NHS,,,.0,1465046971912269839
2021-11-29 00:49:09,Ross Bowen❄️??????????????????????️‍????️‍⚧️??,1295053962,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Just been #Pfizer’ed up for my booster (after 2 x #AstraZeneca). ????????,,,.0,1464999816988135425
2021-11-27 15:40:24,vince,1368692715760676864,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Got my 2nd dose ??
#AstraZeneca https://t.co/Y6kiItWTKS",,,.0,1464499333752135683
2021-11-27 15:11:07,Lee (the female kind),1278071272329617410,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","So very sad. ??
#AstraZeneca #bloodclot #Death https://t.co/3NwOWPKLDz",,,1.0,1464491963470725121
2021-11-27 12:15:04,Lyn,28621742,adarpoonawalla,911182427782909952,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@adarpoonawalla @SerumInstIndia Hope #covishield #AstraZeneca booster will keep us safe from #Omicron,,,.0,1464447658941198341
2021-11-27 09:10:02,Khitomer????????,1454766246,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I have to say, #Omicron is kind of a cool name. 
Right up there with #AstraZeneca .",,,.0,1464401094122029063
2021-11-27 00:55:09,Arrogant Insignificance [e.go],33461888,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This is not normal. #moderna #pfizer #JohnsonAndJohnson #AstraZeneca https://t.co/bs5rPOeCzt,,,.0,1464276553580351500
2021-11-27 00:48:32,Creasallis,1434576409326931974,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Finally! Its open #astrazeneca
https://t.co/eUU1qXbNfF",,,.0,1464274886248091662
2021-11-26 20:34:13,Animation Poser,1302077783720386560,,-1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","https://t.co/9u8nwptfIB
#AstraZeneca on #Booster  I like the idea my #Tcells are working hard",,,.0,1464210887527604229
2021-11-26 20:28:32,Clayton McCranor,45548647,,-1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",????(#AstraZeneca) +??(#Pfizerbooster ) + ??(Flu shot).,,,.0,1464209456464601092
2021-11-26 20:18:02,GB,271877049,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","3rd jab done, hopefully the different manufacturer doesn’t make a difference. #AstraZeneca #Pfizer",,,.0,1464206814363459585
2021-11-26 12:35:44,Gaurav Bhardwaj,91754161,ggauravbhardwaj,91754161,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Finally blasted! 

#AstraZeneca",,,.0,1464090470422749190
2021-11-26 07:06:14,Masha Prager-Khoutorsky,778271465456209920,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",??????got 3rd dose of #CovidVaccine??????now triple transfected ??????by #AstraZeneca & #Pfizer & #Pfizer super excited and proud to be #scientists??‍?? ??‍??@AKhoutorsky,,,.0,1464007551301951495
2021-11-26 01:08:41,Niey,3493024758,,-1,en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Fully Vaccinated❤️
#AstraZeneca https://t.co/gWs6rmJ519",,,.0,1463917570424438784
2021-11-25 23:46:07,Linda,1462885405,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Just got my third shot. I’m now three times crossed vaccinated. ?????? #AstraZeneca #Moderna #biontechpfizer 
#boostershot #COVIDVaccination #ImpfenRettetLeben #",,,.0,1463896792702062598
2021-11-25 18:08:09,??Muhammed El-Tahawy?? ツ,246257704,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2nd Vaccine done ??✅ ??

#AstraZeneca",,,.0,1463811740559454210
2021-11-25 15:50:09,WelliXL,563148431,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Anyone else had AZ for 1st and 2nd jab then pfizer for booster and constantly feeling sick? #AstraZeneca #Pfizer #COVID19,,,.0,1463777008551436289
2021-11-25 15:49:37,Natascha,2164949560,,-1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Just got my booster!  Astra/BioNtech /BioNtech ??.
#GetVaccinated #GetVaccinatedNow #GetVaxxed #Impfung #dritteimpfung #Biontech #AstraZeneca",,,.0,1463776877647220745
2021-11-25 13:03:23,Lionhearted ??????,244865476,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1st dose done ???? #Astrazeneca,,,.0,1463735040441864192
2021-11-25 09:40:50,Not Cheryl Kernot,1117006761821491201,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#AstraZeneca is without a doubt the best vaccine. https://t.co/9vbf2TcRgL,,,.0,1463684068709568513
2021-11-25 07:15:48,Middle Ground Hype Man,1438555788717461510,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Just saw this on tik tok. Very alarming if true. Anyone have any sources? #AstraZeneca #Godiscoming #praywithme #donotcomply #AdverseReactions https://t.co/VttB8uyN3L,,,.0,1463647570933264386
2021-11-25 03:56:38,Lito,92107869,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Team Astra Zeneca rules. #COVID19 #AstraZeneca ??,,,.0,1463597447977095168
2021-11-24 22:56:46,Alhaitham Gamal,604949826,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fully vaccinated ??????
#COVID19 #WHO #coronavirus #AstraZeneca @WHO",,,.0,1463521983862345728
2021-11-24 21:48:36,SnuckmyKeso,228623521,,-1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Philipines Be careful of #AstraZeneca 

Research #GuillainbarreSyndrome",,,.0,1463504829821906945
2021-11-24 07:58:44,???? ?? Fully Vaccinated a While Ago.,1286856848528809986,,-1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Got my booster shot. I got their last one for today and until the next arrival of Booster Shots. #boostershotpfizer #boostershot  #AstraZeneca,,,.0,1463295984621006848
2021-11-24 05:12:26,Gábor Vecsei,1615049227,,-1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","2 AstraZeneca + 1 Pfizer = My #COVID19 Part4 Vaccine cocktail

#VaccinesWork #vaccinated #AstraZeneca #Pfizer",,,.0,1463254136334561293
