2022-02-07 01:38:38+00:00,"Just got my booster shot today. 
#IngatAngatBakunaLahat #BayanihanBakunahan
#Resbakuna #VaccinesWork"
2022-02-06 03:48:55+00:00,"COVID-19 RESBAKUNA SCHEDULE
Effective: February 07, 2022

#catbalogancity
#derechouswagcatbalogan 
#resbakunakasanggangbida 
#BIDABakunation #bayanihanbakunahan https://t.co/bHdxhtURtL"
2022-02-04 01:47:38+00:00,"Booster Shot: ✔️ #Pfizer #VaccinesWork #covidbooster @ Bacoor, Cavite https://t.co/jz1gNcG5yY"
2022-02-02 16:08:51+00:00,"COVID-19 RESBAKUNA 

February 3&amp;4, 2022
(Thursday-Friday)
8am-12nn
(Cut-off, 11am)

Aga la an aton pambakuna ha Catbalogan City Health Center, kay mayda swabbing schedule pagkaka-kulop.

#derechouswagcatbalogan 
#resbakunakasanggangbida 
#BIDABakunation #bayanihanbakunahan https://t.co/Uldwf2r7rI"
2022-02-01 03:00:36+00:00,"REGIONAL VACCINATION DAY
(January 31, February 1 &amp; 2, 2022)

#catbalogancity
#derechouswagcatbalogan 
#resbakunakasanggangbida 
#BIDABakunation #bayanihanbakunahan https://t.co/hZxH9tBKrc"
2022-01-31 07:08:48+00:00,"Kakatapos ko lang pa BOOSTER SHOT… 😘😍❤️ #PFIZER @ Quezon City, Philippines https://t.co/oFC6KXVLXu"
2022-02-13 15:38:36+00:00,"Manila Drive thru booster shot! 

#nohassle 
#pfizer @ Quirino Granstand Manila, Philippines https://t.co/TQNkzOPI9f"
2022-02-13 10:38:08+00:00,"Napadaan lang talaga ako para mamamasyal pero napilitan mag walk-in para mag pa booster shot sayang chance eh hehehheheheh

#Pfizer
#alterphilippines
#alterquezoncity https://t.co/mSv2zwuu2g"
2022-02-12 02:41:04+00:00,Got my booster #pfizer #bakunadoprotektado  #covidvacccine #booster @ Immaculate Heart of Mary Parish - Ministry on Youth Affairs https://t.co/iIKqr4Tmsr
2022-02-11 18:14:57+00:00,"Booster shot done 💉

#VaccinesWork 
#Pfizer
#CovidVaccine https://t.co/8Dun2zNVwv"
2022-02-11 02:24:39+00:00,Done with her 1st dose of Covid Vaccine. 💜 Good Jab! ✌🏼 #Pfizer #020922 #1stdosedone💉✔️ @ SM North EDSA Skydome https://t.co/qGGKqbodId
2022-02-10 12:21:25+00:00,Vaxxed! First dose done😊❤Thank you @Mayora_Abby and #frontliners  for a very systematic vaccination process in SM Makati.  #resbakuna #bakunamakati https://t.co/yUFD0BqidC
2022-02-10 09:34:15+00:00,"Smiling is painless. I'd rather spend my energy smiling. 
#booster #boostershot #pfizer https://t.co/N2BuQRtHKh"
2022-02-10 01:51:32+00:00,"Arat na 
#BOOSTER
#PFIZER https://t.co/MQNoNge9t7"
2022-02-09 07:15:38+00:00,Booster shot done! #ThankYouVMMC #Pfizer https://t.co/AZjKA9uAGy
2022-02-09 05:19:45+00:00,"Pfinally got boosted!

#20220209 #pfizer #booster #vaccine @ Misamis Occidental Provincial Hospital https://t.co/cTZvmeWlAq"
2022-02-08 02:38:15+00:00,"Just got #Boosted with #ModernaVaccine previously vaccinated with #Pfizer. 👌🏻
#A3 #Vaxxed @ Dau Barangay Hall https://t.co/MPJeyUL9vM"
2022-02-07 01:38:38+00:00,"Just got my booster shot today. 
#IngatAngatBakunaLahat #BayanihanBakunahan
#Resbakuna #VaccinesWork"
2022-02-06 03:48:55+00:00,"COVID-19 RESBAKUNA SCHEDULE
Effective: February 07, 2022

#catbalogancity
#derechouswagcatbalogan 
#resbakunakasanggangbida 
#BIDABakunation #bayanihanbakunahan https://t.co/bHdxhtURtL"
