Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id
2021-12-01 18:58:42,Claudine Anne,1089742643175792640,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nakapag 1st dose din, sa 29 ulit! #Sinovac pabakuna na po kayo kung wala namang conflict sa pangangatawan niyo.",,,.0,1465998785864093697
2021-11-29 13:49:54,my name,1167271822397558784,,-1,tl,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","natusok na ako?? 
#vaccination 
#Sinovac",,,.0,1465196297690882048
2021-12-02 23:11:30,Kaye Salazar,1450092679665045507,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Same lang den side effect ng 1st at 2nd dose e. ?? #AstraZeneca #Feverandheadache??,,,.0,1466424796439326725
2021-11-30 12:10:35,JohnMilo,1071782653542588417,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",OMG sakita sa akong bukton uy! #AstraZeneca,,,.0,1465533693150203911
2021-11-29 17:07:04,one&only*Stan,1227950435958280192,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nkakapanghina ng katawan ang vaccine, nagkaron ako ng ubo at sipon after ?? 
#1stdose
#AstraZeneca",,,.0,1465245916416249861
2021-11-28 11:18:20,Karla Bertuldo,444827757,,-1,tl,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Second dose done! ?? pasintabi na lang sa braso kong malaki ?? #astrazeneca #dbcvaccinationprogram @ Aventus, Filomena Bldg, Amorsolo, Makati https://t.co/orRvttKzYA",,,.0,1464795769471442944
2021-12-06 02:40:35,Antonio Terry,1445149023120199681,realhomomarcus,1254118660454694918,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@realhomomarcus Fvck the #OMICRONVARIANT  #GetVaccinatedNow  #MandatoryVaccination #CovidTesting  #SARSCoV2  #BoostersForAll  #BoosterShots  #Covid_19  #MASKUP  #Moderna #phizer https://t.co/mHnsDyezYs,,,.0,1467564575956430849
2021-12-05 19:01:54,Tyra Brown,81666229,,-1,tl,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",https://t.co/xTFrJhV3Mq ?? watch my newvlog mgakadirty!!! #vaccine #moderna #c5 #thetent #laspiñas https://t.co/Ds3fHBRBtG,,,.0,1467449142452834304
2021-12-05 08:36:56,Jong Estrada ,750806158445715456,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Her: Sir, relax lang
Me: Relax na po yan
Her: Antigas po kasi

#Booster #Moderna #BrasoKasiYorn",,,1.0,1467291867130007554
2021-12-04 13:26:58,EomManilaOppa,1020872638246240256,,-1,tl,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#Moderna #Booster done -- so mamaya kung may mapost akong kakaiba blame it on the vaccine ???? https://t.co/w4Ke4uqKHO,,,.0,1467002469108568067
2021-12-02 17:39:49,NewsKo,1347066530110922753,,-1,tl,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Nakahanda ang Moderna sakaling kailanganin ng bagong formula ng COVID-19 vaccine kontra Omicron variant.
https://t.co/stN2oQwmRI
#NewsKoNews 
#Moderna",,,.0,1466341323578183682
2021-12-02 12:38:19,Kɯҽҽɳιҽϝҽɾ??,795256233452146688,,-1,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Laina diay sa side effects sa #Moderna oyy, based sa experiences sa uban. Makahadlok. Hahahahahaha #Vaxxed ctto https://t.co/Vll0FhW6fx",,,.0,1466265449063059460
